Normal,Gorder,RCM,Rabbit,Grappolo,Slashburn,Random,RCM Strict
2151,2,589,491,1240,23123,125,137
36,9,26,725,375,23124,3291,18
3192,2770,274,1693,992,23125,5781,437
3934,4186,2808,1209,1181,23126,5374,5767
22655,5388,1035,490,730,23127,2634,5655
6972,13118,661,2307,4815,23128,2296,365
3608,9,562,5,7059,31,7929,419
4154,8,4,4,184,376,11185,153
5084,6,110,510,361,395,5389,84
8943,1,9,1954,642,440,12510,19
153,8,2559,468,1014,468,1885,1342
4699,4,267,29,122,477,4029,2487
5507,2,274,102,992,515,12479,437
1,1,2808,4,931,646,6059,575
1530,5092,1478,17285,962,648,8981,461
1248,5387,1585,42,1181,723,8916,1436
8260,8205,2398,9,52,831,6341,574
3577,9675,287,6,1099,941,2010,496
180,8,19,16975,168,978,7442,5767
6370,5,108,74,4814,981,7174,5741
1262,3,2943,16988,4815,1041,1902,876
3058,1,308,22,4843,1087,396,5769
9400,12,1756,17244,230,1132,5066,6027
956,11,1253,2,4,1147,2124,365
7585,10,1751,188,340,1173,4598,5936
947,9,661,679,480,1227,4451,5698
7128,8,936,4,366,1239,6607,1331
1529,7,313,202,1258,1256,2922,1534
2091,6,768,192,3467,1295,4171,623
6614,5,317,745,236,1317,3316,209
57,4,572,4,3716,1355,12875,482
1599,3,1084,1119,761,1362,587,388
1,2,1433,3,497,1443,10486,634
2953,1,1905,1127,816,1484,2129,4358
13406,1,9418,3531,831,1517,10972,6087
7367,2,1693,1070,777,1585,10220,6234
3076,3,2086,1101,7652,1611,786,658
6420,4,3518,1117,4534,1798,12205,1225
3605,5,381,1149,825,1799,6970,995
150,6,1614,7,913,1824,926,405
2074,7,2469,1098,694,1849,11534,5651
5504,1098,3067,1104,4078,1969,13438,5918
5503,2764,19,9,748,2049,2952,449
149,4185,599,20811,749,2089,11412,47
2073,4186,543,30,374,2122,1048,652
3604,4190,2145,2,342,2167,17456,5692
2952,4192,3489,3,70,2282,12615,5073
1,4194,3528,10,263,2346,13077,5043
4808,4195,308,25,404,2569,1574,613
7400,4196,3532,21,533,2609,12911,4967
546,4198,582,16,126,2619,4182,575
4861,4199,1536,598,124,2697,1102,5526
3127,5385,1802,4140,1038,2772,9521,5977
6339,11,909,1473,121,2976,10558,95
3118,10,1822,233,930,2996,13345,209
263,7,1016,1,1116,3371,3749,967
6348,3,2325,16,479,3411,3873,5099
296,2,972,470,365,3488,12182,5283
2022,14,2700,2,1255,3681,14133,207
6458,13,2262,601,355,3751,2376,5564
6338,11,183,1840,217,3937,2519,48
2149,9,5348,739,1,4208,17885,4870
19467,2,1345,73,13,4456,13208,1672
20092,4193,1403,1518,304,4470,9115,1837
7049,12,360,130,27,4476,17330,2035
12455,9,5062,107,3405,4522,17833,5039
1,7,1338,129,2273,4531,16037,1325
369,6,4,4243,71,4586,11934,291
246,5,5335,1484,2932,4609,10047,3631
13130,4,6686,40,2272,4665,8662,6195
1,8200,6693,5,12,4692,3505,6542
4794,9670,31,2,4070,4865,14045,1008
1351,16,1126,17984,3883,5675,1722,1648
1,15,951,1,3543,5685,7247,37
1941,14,4988,3,26,5806,5209,6905
6949,13,4995,39,245,5873,6980,6952
19400,12,13,510,2931,5906,12043,1239
923,11,1745,46,1,6215,7748,6040
6420,10,1615,662,3104,6219,12273,346
922,6,1837,193,765,6220,14995,6587
1,4179,7937,1981,1267,6803,6058,3122
284,4189,1262,2018,42,6823,4320,381
2704,4190,1416,19041,1288,7011,7795,5491
2703,4192,993,1,595,7021,13853,3855
2503,14,2658,10,387,7023,10855,3549
283,11,1943,41,543,7027,1738,3687
1,9,3192,5,668,7046,857,1393
9494,8,1820,18003,1,7311,5492,2907
4177,7,610,18055,229,7704,9311,1878
8163,2881,9276,119,927,7707,418,5206
5554,5380,45,448,146,7863,1647,1864
272,5857,618,4,358,7871,3089,2074
8570,12,91,11,392,7875,3059,2138
14881,19,99,9134,282,7878,11510,1451
271,17,1210,12,228,7879,3946,1029
1,16,4137,8141,15449,7885,5879,2534
1348,12,4142,8172,15201,7903,10032,2218
1092,1,7456,5690,926,7907,7872,8113
5119,1,3102,7866,899,7927,4687,2956
1513,3,94,8778,184,7929,5937,154
215,4,1833,8519,63,7932,6869,1457
15794,12,8424,8058,378,7955,3757,8324
17626,4199,1825,8151,724,7957,910,5051
697,12667,1074,14,776,8194,1915,472
5178,13,1188,43,828,8407,6769,2060
1514,12,5277,1,832,8723,4611,731
2546,3,4145,6,273,8736,8279,2217
527,1,1210,803,54,8923,418,1029
2623,2750,4149,10,296,8953,8483,2977
4007,2883,1865,477,299,8954,1989,3611
1730,4173,1098,211,449,9212,6763,971
8805,4197,1869,80,15210,9292,6815,1211
615,12664,10218,685,228,9642,10929,1043
4132,3,1575,78,145,9651,8348,5375
7480,1,1890,15,15280,9791,3489,9548
13646,4187,1894,23,172,9798,1294,1384
1729,12664,1202,39,280,9799,884,3044
1091,1,3093,65,378,9854,1993,833
1,4,3088,32,810,9855,14941,7088
1108,12666,4667,432,357,9952,1379,160
4625,22,4733,61,391,10112,3063,5045
1107,6,8424,755,664,10117,16320,8324
16683,4,1911,56,649,10120,4122,705
4762,3,1919,4,665,10286,9384,1456
7470,25,3575,17,489,10293,12866,781
10093,24,4154,454,15273,10406,4143,3141
1,23,5127,136,511,10618,14941,510
1,7,4160,93,281,10949,12684,4140
3299,6,4657,469,600,11169,263,1272
2857,5,4165,580,685,11179,7413,780
4101,3,3759,561,796,11185,7149,2219
12,2,4170,43,1045,11252,7493,162
2557,1,4176,705,959,11445,11055,779
1,2,4179,467,15346,11446,10625,778
1753,7,10527,236,1,11447,5877,3065
8386,4,10549,3,118,11453,7255,1273
4640,3,22,742,117,11457,9835,1792
3937,1,7911,1,74,11482,12844,5491
4124,9,818,16,345,11501,9695,759
4047,8,5359,8,64,11530,15719,8390
691,7,11,6,31,11532,2753,1999
10899,6,6375,6627,412,11562,1415,5638
350,5,1635,6657,124,11881,13014,2001
2467,4,3990,49,11986,12071,1374,2302
1060,3,1886,48,1001,12076,6016,1096
10455,1,4222,129,7178,12629,14533,559
4573,2740,6865,33,745,12631,5359,2559
5070,2742,2323,72,2366,12635,2792,227
2309,12658,1875,8,366,12965,3177,323
16873,12659,2406,27,1074,12994,1625,6699
3071,8,1436,173,14097,13067,10564,6240
5043,4,3680,16,259,13070,1009,5480
11195,12650,1858,4,13856,13071,5072,5404
8501,5,2385,1,1210,13078,14675,5342
1274,4,1903,30,13948,13080,7705,5525
7443,1,547,28,64,13433,14303,206
1662,1,2616,21,172,14250,1952,6725
1342,4,4362,54,9173,14465,14700,2920
6942,6,519,6779,13400,14467,7543,428
147,7,242,2,329,14605,14140,195
2135,8,236,64,790,14777,3123,579
9985,6652,2002,15,14323,14838,7561,5042
4200,12,3199,143,696,14839,10299,5592
3209,11,2560,30,841,14840,8319,6021
17733,3,4872,14,1,14848,1678,6854
12730,12647,19,26,206,15018,3720,715
1752,12648,3,3,165,15334,15043,4780
5142,8,1622,3,5,15373,2678,6839
2884,4,4078,22,172,15585,6875,6657
2792,2,1007,9,72,15586,11846,9826
3324,1,14,43,166,15587,8513,4777
56,20902,4872,238,1,15667,3049,6854
4819,5195,1627,103,96,16077,13686,8197
6019,2,3250,6705,4,16086,3234,15
1,1,1065,1,6682,16091,66,191
8272,5,4875,104,164,16185,5612,2074
12109,8414,558,6675,6139,16189,13516,39
847,3,4883,239,167,16190,4218,8490
12108,304,4886,56,165,16191,13450,2077
1,5671,3245,93,95,16193,142,1343
5035,5722,4891,121,205,16197,2879,6139
2030,6388,4897,140,6278,16199,7165,5670
2457,6390,4901,6,5838,16200,2799,5266
2704,6392,3141,40,3685,16201,7062,5172
7245,6394,2476,25,6342,16254,4843,5580
12598,18,100,1607,6800,16316,9625,2725
1,16,4907,29,5469,16387,16559,8444
3504,15,3865,5835,71,16732,5293,2972
3496,13,794,101,171,16974,10830,197
5595,9,3004,68,6793,17081,17238,452
3905,8,3,72,1,17211,17477,500
2748,7,666,8,557,17249,999,182
672,1046,1463,64,128,17250,5478,2194
3495,5,37,28,548,17252,5122,331
2670,3,214,6,135,17256,3166,226
222,1,1465,19,346,17694,1761,2183
5594,3161,48,109,1123,17695,679,899
1560,6388,1385,152,571,17698,7244,515
1,6392,209,119,569,18423,11734,323
5698,4,804,140,136,18503,4731,516
1448,1,712,169,864,18557,2861,445
20173,10,768,8,191,18559,979,53
1,3158,100,349,257,18744,11734,190
13967,3159,1586,32,401,18793,7611,2173
1,3160,958,4,377,18834,6303,531
4492,3161,107,69,678,18938,7854,698
12778,3162,584,11,796,19005,5455,939
2171,3163,11,60,895,19143,2753,35
97,3164,1319,10,986,19248,8298,1204
9164,3165,1466,17,127,19250,8612,2694
9430,3166,1468,1,345,19251,297,2683
4309,7272,7,172,17,19252,2281,1708
7026,7274,1185,5,919,19267,7060,1975
348,1,1909,145,928,19319,10882,2809
2738,2,34,45,193,19342,7346,150
8567,2329,1191,8,1165,19350,11022,169
13147,2655,61,1,254,19364,11458,1973
116,3154,426,20,256,19449,3071,46
7828,3160,91,43,7900,19450,3448,570
601,1,97,332,207,19451,10540,690
354,1,1585,13,547,20173,10761,1099
3625,4,1009,5,385,20306,2672,2747
1,226,303,17,352,20599,7533,908
7135,401,139,15,59,20670,4238,1965
2707,2632,93,7,355,20687,3509,436
10749,3964,155,6,386,20726,5520,1393
15742,373,758,108,422,20727,146,1501
9125,3470,186,3,134,20765,4926,951
3803,4447,842,39,174,20785,3379,1970
12562,1,115,107,26,21061,5142,177
183,14,190,51,3638,21222,4544,274
470,378,206,171,1083,21223,13708,1968
6550,2654,211,62,1124,21224,12041,614
4084,3014,230,6,532,21225,367,1612
12929,3438,254,2,568,21226,111,2202
6987,5593,2824,10,2,21227,16586,5329
4379,5594,3244,56,503,21228,18464,4937
149,5,592,21,501,21229,1638,5541
3802,2628,3431,7,3543,21230,10912,4772
1,5,2462,114,2977,21231,10027,4812
10485,4,2076,21,860,21672,3132,5032
12480,5,551,448,1008,21796,4163,148
1499,7,924,1,1393,21799,7974,301
1,13,922,15,1395,21972,1383,5609
4123,15,52,559,24,22099,14693,773
6852,16,2597,8,322,22317,7965,2029
1127,44,1107,7,11,22319,473,1919
4152,160,2802,449,393,22320,2384,5007
1347,369,10939,124,1060,22410,14822,3552
2448,375,11120,20,4870,22824,7468,1507
2782,2651,1996,560,864,22825,10509,5866
14097,3198,53,22,1382,23082,11002,80
10289,3693,607,26,3545,23084,10754,557
4220,3696,3375,57,1006,23085,4749,5477
1710,3697,2772,544,4094,23086,1895,4977
8868,4019,2737,1,3229,23087,10044,4556
8467,1,718,75,22,23088,7719,2435
10645,2,35,8,2997,23089,20626,275
8466,3,897,433,163,23090,9102,414
10288,4,840,18,188,23091,12137,734
10522,5,12,20,499,23092,21065,897
1709,46,3765,36,503,23093,3278,4729
7611,2698,2232,3,3496,23094,6215,212
4151,3659,2165,19,3518,23095,3767,264
1126,3662,2831,111,3903,23096,1856,4840
2658,6415,6571,518,3842,23097,8601,3185
1,1,4675,580,423,23098,5353,372
2676,6,49,487,3361,57,6144,4194
4799,7,258,477,1321,108,3114,4
2675,46,4553,1380,1,113,11497,7953
28,47,5636,456,596,144,2356,8063
2485,3009,885,8083,215,195,5438,3459
1122,3197,3902,567,727,359,14481,9394
1,4,414,755,392,433,8843,788
10342,5,1643,17256,691,510,5046,376
7508,3193,4452,123,3016,527,3030,8812
891,3194,52,181,339,585,6254,1890
13959,3195,2038,22,64,640,7828,7992
13958,7,3896,186,173,750,1015,10211
890,4,3863,386,512,753,15097,8344
7507,2,3858,10713,513,1039,11873,8113
10341,1,877,8270,1192,1089,3797,1960
1,1,3879,142,846,1176,2987,8398
4830,2,4986,2,873,1223,702,733
1391,3,42,8,447,1224,1552,1968
119,4,1044,8163,734,1420,1353,1703
6347,5,501,1,446,1453,4042,2858
350,6,393,364,31,1524,13054,241
901,11,3618,9,726,1583,5263,8224
5400,40,704,3732,960,1590,7576,49
16120,42,4559,254,267,1594,8570,1441
906,44,651,357,930,1714,4906,4613
3019,45,4566,394,1000,1791,10203,4785
9047,460,3454,2320,1074,1915,6852,674
970,2695,2508,2746,8993,1961,8014,7999
7649,3189,657,227,41,1990,6831,5243
8596,3222,4573,523,172,2300,3565,8291
1710,3655,4578,2782,357,2312,7607,2258
244,3656,4585,2,338,2600,12097,6835
1318,3657,4595,9,446,2615,11921,5985
2465,3659,4599,16,105,2625,7677,7633
5980,3660,4605,8128,390,2672,7211,6063
7645,3661,674,1,391,2714,61,33
4149,5563,2645,6,1177,2780,1968,445
115,15719,4355,144,469,2817,8817,622
8099,2640,2047,144,29,2861,2527,7165
118,2642,2514,149,30,2884,8363,3576
15307,6381,4139,11,19365,2890,6595,3699
7440,6382,4613,6,63,2905,5116,6125
13146,6383,683,154,1158,3009,2866,8194
4741,44,4153,37,498,3080,3836,6247
1,3647,4160,150,845,3091,2987,650
969,2316,4620,2509,8280,3133,5027,2135
1317,6,2515,2,875,3263,14908,39
117,5,690,33,309,3633,5376,391
1709,4,695,60,739,3726,4620,160
3018,3,3873,17,511,3872,13190,7221
3957,2,3089,225,512,3912,13813,4954
1390,1,94,394,2,3952,1435,1854
9046,4,6992,55,149,4005,9839,5613
1,7,3056,4,644,4140,9361,4418
10343,42,3045,34,893,4422,9003,3953
13401,213,9,2294,446,4433,1280,605
11940,243,3090,1124,621,4467,2689,4919
1744,3185,475,2,152,4558,7682,460
434,3188,49,4,1785,4576,1726,2770
8669,3189,3153,5,588,4581,10471,1071
1,3190,3996,4664,1,4595,6167,1775
1322,3191,2,1857,702,4616,8363,1437
1402,3192,3189,35,672,4627,9813,2348
1248,3193,3992,44,528,4790,1710,623
865,3195,6,43,404,5277,2793,723
2846,3197,7542,14,446,5312,1365,2926
4614,3198,4002,8730,403,5418,3840,1052
12,3644,11079,1,1076,5472,6898,1575
3742,3645,4,14,527,5520,9778,1152
1663,3681,3546,1,445,5567,4280,4701
3075,4030,4005,1,106,5657,13724,6271
140,6373,3060,9,959,5741,1530,2694
1,6378,4007,4,184,5764,963,2169
7050,3,4019,3,31,5773,14676,2585
893,1,4093,6,398,5816,8098,1979
72,2,795,132,330,5849,6954,960
15315,4,1749,34,3888,5852,3738,31
13607,362,4062,10,736,5858,4482,2534
3817,6390,4071,5,586,5863,7366,4065
9674,6391,1192,8,7120,5864,4318,1769
4285,18468,1364,3,1329,5883,6841,229
520,5,1970,537,1406,5915,2426,1474
2355,2,6,837,7737,5920,11817,353
9781,9,1364,3,1329,5924,1157,229
6778,6,1983,3,192,5989,465,1720
549,3005,1287,33,704,5992,3231,2164
4898,3989,1970,25,1406,5997,3797,1474
6747,17,600,3,836,5998,14435,517
12794,10,4426,40,2680,6008,4104,6688
10647,6,2930,365,838,6275,1421,520
2695,3,1198,1758,617,6276,382,5279
4797,2,6342,1770,331,6281,3579,1416
2246,1,240,1805,333,7407,8658,369
71,1,1204,11,969,7465,5991,1033
7134,212,6097,5,8235,7616,4230,6662
696,358,6407,3,1627,7642,578,5577
11015,18,2635,15,912,7773,5096,5658
10646,17,2313,1038,1621,7774,458,7273
821,14,6477,15,1760,7775,5511,5575
12793,11,5046,806,168,7785,5067,5567
1439,9,948,1,58,8520,1506,2480
2392,8,6941,12,10139,8521,1420,5250
1,7,2091,1149,1197,9587,828,754
12747,5,943,840,1235,9710,7511,645
3155,4,4312,3724,307,9829,11174,741
11107,3,3318,2980,1093,10040,5528,10964
8195,2,5985,1102,9095,10041,164,5823
13153,1,4317,3771,252,10042,9639,592
1,1,4325,1,233,10620,1196,593
135,3,1355,85,286,10640,7874,594
1633,5,4330,96,16525,10745,2742,1577
8277,7,4335,82,554,10746,12230,595
10966,8,2952,139,3,10864,6907,9218
1068,125,6804,1,1033,10866,4638,5049
11739,206,10569,379,8446,10873,5244,4116
6,211,9756,1029,1030,10874,3237,4169
718,357,1345,404,1029,10875,14838,24
88,2605,1440,983,1112,10876,6183,1179
11209,2609,1441,645,611,10932,6087,2123
2843,2610,3499,25,3,11210,14673,819
1937,2612,5580,3113,1045,11213,4502,7316
2106,2638,7457,5,370,11279,7757,7312
2251,2640,3040,246,301,11375,12379,877
146,3185,3494,82,571,11580,7818,761
1242,3213,7161,135,670,12152,1527,8229
16620,3340,2229,15,1243,12153,4586,1373
3095,3341,4102,9,1897,12305,13317,5069
1532,3638,3649,1,299,12316,685,263
2329,3679,2538,1312,1385,12324,10145,819
410,3998,1177,14,1491,12331,2448,1533
1315,3999,4864,1,1658,12491,10404,944
317,4001,1612,3,1263,12492,4978,2587
11072,4003,3672,102,1888,12686,7957,8163
1759,6385,2081,1025,1042,12700,7961,8135
713,6386,4305,52,810,12708,402,8028
1,6387,1201,42,441,12745,4582,1336
8750,6388,1318,1064,9061,12748,856,16
1285,6389,2085,148,981,12749,6528,8352
1268,6390,6176,16,1622,13244,9209,8011
6285,6391,5,113,99,13535,11726,58
7527,6392,3977,1071,1488,13573,22332,672
1051,6393,4676,505,231,14188,17732,8538
1284,6394,177,1070,1624,14190,11110,2352
46,6395,2626,235,75,14192,13095,56
1779,10,3895,34,1685,14526,6500,3384
238,8,1272,237,1705,14528,17415,9256
659,3,3963,504,34,14543,5667,9476
2468,1,1267,255,568,14555,11359,949
2658,3,1411,3,76,14906,5300,664
5160,248,2646,108,286,14908,7070,872
45,3183,808,3,719,14911,19153,2318
1,3997,2167,165,4406,14914,1845,8942
1177,4016,9085,91,648,15437,1527,1432
2915,11,802,107,4750,15473,457,1444
3731,9,2878,1235,803,15696,4725,2415
4534,1,5236,122,9974,15699,3786,9255
905,1,3943,65,1413,15701,3726,1778
2097,2,4699,164,1486,15702,9770,4980
1,235,1550,16754,1260,16250,8307,3475
14140,448,3939,3,1530,16258,6718,8623
3058,2297,5111,112,849,16363,8496,3406
4264,1,4060,72,1768,16596,7223,12579
5118,210,1227,161,2376,16634,2362,1916
22748,3995,1233,10,1586,17018,4928,1917
6161,5519,1237,179,1723,17271,14514,2828
3057,9,1242,24,1,17272,16803,2714
385,5,1248,2,28,17273,10435,11
1,3,305,1302,1645,17274,11188,1263
4995,3994,222,221,485,17275,3777,2434
2876,24,1251,395,700,17518,14613,2906
4051,23,1255,205,186,17622,4902,2919
1,19,322,8,734,17623,2938,2912
3300,17,1262,1318,2388,17624,5498,1884
3942,14,1265,244,1788,17625,1592,1883
2493,12,1271,195,1641,17628,3145,1141
3085,9,641,1,38,17631,3772,766
4617,7,1277,8922,1680,17738,6679,2785
12816,6,1282,2,70,17739,11320,2430
14611,4,1286,16,1706,17740,428,2317
3054,3,1290,12,179,17741,6946,1882
1898,1,1293,10,1848,17742,64,1429
1683,1,171,2,1849,17743,4216,994
2240,25,1299,8,270,17961,11966,1973
12360,3446,1307,1938,1948,17998,12265,939
3352,3674,863,1,46,18064,4183,1002
8364,3677,1311,1289,1893,18066,6215,2570
4654,21,1313,24,323,18068,1780,268
8363,20,1320,1320,115,18192,3277,1921
3941,19,281,6,2040,18331,4530,2742
1682,18,1328,20,2055,18498,1278,2584
3299,15,1333,6,2089,18577,8436,1134
12815,13,1340,73,1729,18578,14258,2097
1,5,1345,110,2135,18579,19576,763
12896,4,1348,8877,2125,18580,15835,2483
12576,1,1351,7987,11809,18630,7490,2781
3770,4,1354,8386,2169,18924,19103,760
6181,26,1358,8862,2207,18925,968,1878
9313,3676,330,8608,8981,18930,1429,1223
1067,3677,273,6142,495,18947,8288,1416
2157,25,1360,11,498,18948,2782,2193
2158,21,1363,5793,2265,18951,13261,1877
15435,16,1367,5843,2266,18957,7861,2560
7624,12,749,1,180,18958,644,458
1,11,1373,2,516,18989,6198,1927
3470,8,1376,5853,188,19190,11166,1219
6614,7,1382,5776,2292,19310,8273,2008
1104,350,1386,5789,1928,19421,717,1217
12432,2605,1390,6116,573,19505,2255,592
13129,3205,1394,26,41,19507,1027,1301
69,3206,800,949,586,19988,3534,2910
292,3695,1399,1167,16,20189,2872,2321
8146,3994,1402,1296,1977,20310,8177,1698
12392,3995,335,22,63,20311,4024,2741
2883,3996,817,5,755,20312,9081,1735
3759,26,1409,1389,124,20718,1723,2817
80,24,1411,29,20,20762,7878,2682
4650,22,1416,9271,433,20925,11954,2573
7701,21,276,4,2048,21495,536,759
952,19,1420,7683,693,21715,11286,758
592,18,1423,4,699,21743,13835,2395
3163,17,1428,1,879,21862,12603,97
1066,15,1432,3,892,21873,4081,2717
593,13,210,2,572,22338,10626,1778
5434,9,347,6138,905,22422,6486,2478
1,8,852,2,2191,22458,9249,2670
6179,7,1436,5772,400,22530,12991,2795
3938,4,936,4,2278,22653,9225,2559
1563,2,1442,4,777,22656,1397,1907
1814,1,1446,5,859,22657,3639,1997
1,2,1452,1,11309,22659,7424,2467
2212,24,969,3,608,22721,14527,2006
158,26,345,2,903,23067,5269,1126
306,103,983,18,138,23069,19222,2556
2413,109,1459,6,236,23070,15148,1242
559,201,1462,28,267,23071,18880,918
5066,203,1467,6,11352,23072,18500,2715
2412,228,342,70,390,23073,7724,2331
5430,346,1477,384,42,23074,10303,2366
582,353,1480,23,1335,23075,12187,2412
11245,360,1482,21,483,23076,1190,2382
1156,361,1484,269,487,23077,3362,2009
2413,362,1493,8,491,23078,1075,2326
6346,988,1495,18,1173,23079,9070,267
5677,2301,1499,27,552,23080,7870,124
8525,2593,25,53,1539,18,8772,1303
1157,2594,200,35,1227,30,6103,2530
2289,2598,1503,3,1268,33,8771,216
6865,2599,1508,403,1219,38,11206,1784
1,2624,1512,938,1684,45,2939,1168
11176,2625,1081,378,1425,48,3795,2689
12701,2992,1517,2,1355,92,7260,1931
5252,3203,1522,4,1973,99,19185,620
2993,3204,1527,24,1528,104,4471,2129
1031,3208,1530,10,1816,111,4178,2736
12700,3442,1534,15030,2038,115,10199,755
1,3666,1537,364,1569,128,12458,2531
7036,3672,1543,9,1837,172,8265,1875
29,28,1550,22,1854,245,14284,1351
2262,4,1556,4,1856,363,11297,2555
15737,1,1202,7,1863,390,9373,2642
1671,211,1560,21,1602,392,7067,2148
10103,214,1566,4282,919,449,13344,2663
6523,373,1571,178,1981,451,9129,577
90,4017,1576,403,2057,516,12486,575
1,27,215,399,2061,530,1333,297
1244,23,1582,18,1238,551,6220,1940
1931,22,1586,6,2142,588,675,2789
2315,21,38,7,2158,632,7884,69
15730,20,1115,254,954,643,6046,25
1,19,195,866,995,737,725,1371
204,17,1596,5,1191,762,11469,1869
24,14,1599,917,1193,779,8904,1116
1027,9,43,914,103,817,8828,5368
7503,3169,2882,926,268,900,13428,32
1,3636,2399,261,276,910,1537,5405
1065,3640,3200,653,2092,1024,13553,2762
5112,24,379,246,2099,1035,1078,1181
1939,23,3569,576,72,1083,2744,4354
677,22,5542,339,1856,1108,9818,1793
1026,20,3770,2584,1858,1140,15719,3461
1064,5,155,335,508,1143,12016,421
676,3,70,509,510,1195,8281,153
1025,10,29,9138,585,1246,14182,141
12962,21,515,473,1976,1371,18075,2811
1054,149,68,5654,698,1374,275,870
1938,357,4746,508,699,1432,1207,155
9747,7186,3206,9108,771,1497,10085,192
1,29,1147,6,11612,1555,12541,3827
5379,25,17,6301,875,1578,4220,4906
7100,24,2294,15,879,1587,10759,1757
1007,23,6,5631,238,1694,3466,258
355,22,4018,3,11826,1738,9218,3824
13217,6,3210,5652,1060,1792,18502,240
512,2,1145,8591,1094,2065,7125,4631
511,136,1323,9642,450,2091,5416,1857
1006,3662,3316,8806,1462,2128,9075,1736
12047,32,5554,5346,11669,2141,2094,4864
